frame_number,left_knee,right_knee,left_ankle,right_ankle,left_hip,right_hip,left_elbow,right_elbow,left_shank,right_shank,trunk_lean,left_ankle_y,right_ankle_y,phase_left,phase_right
0,175.68260207257055,174.80184234974243,127.024525525876,83.38834000693137,161.7902544369529,176.80573825680082,80.02000534568509,138.65620166711562,18.72738390011317,20.825664613710185,4.835036264495655,0.722557544708252,0.7050626277923584,0,0
1,174.30656577070744,176.2250182526607,125.27563639235129,82.76784836925574,162.5139478577266,174.94390396394323,80.55760460196156,136.3977151200712,17.529845131132085,20.691852594921613,5.737227218151291,0.7226141095161438,0.7049375176429749,0,0
2,173.89620894955445,177.70600718221274,123.94796969907773,82.25835679641666,164.14032695550165,172.0449681470933,79.69867028406848,135.55392348046385,16.832389600595643,20.814023942634382,7.076507606542962,0.722658634185791,0.7045811414718628,0,0
3,173.67199992834242,177.88479135084262,123.23684580654995,81.33343439079363,164.87806557548197,170.29541475575593,78.95022050160811,134.36886966165758,16.566800865121458,21.29577277231945,7.772866512261072,0.7232879400253296,0.7045718431472778,1,0
4,176.034976782645,175.8650581484145,123.12027815513927,79.76339936884894,166.80777814717982,169.89440246153188,78.26884362235066,134.27036730835354,17.12291630602664,22.4655843633457,7.895717670561615,0.7243026494979858,0.7044790387153625,1,0
5,177.26073310801516,172.8961836573883,123.09491694039954,77.60431935046051,167.52306460974964,171.9510872401099,77.81371417697443,128.34713398091802,17.159695420945198,23.65662735131228,7.422026922679667,0.7243106365203857,0.704084575176239,1,0
6,177.10297956648785,171.9407337727189,122.70251299734868,77.57136082210125,166.9401864369436,172.79212315512873,77.18656229019695,125.5713152277031,17.049828907108566,23.64556937571857,6.887035777564314,0.7243679165840149,0.7030316591262817,1,0
7,177.40699078634927,170.54394524726382,122.80046011427905,77.14989485833127,166.99507370623456,173.26238617892037,77.14510954740878,126.78311624915212,17.221248161446916,24.426434084475602,6.809331081332364,0.724627673625946,0.7023469805717468,1,0
8,175.7403159072902,171.91142721706242,121.7138999551546,78.85747048266403,165.70305481450737,173.64599480007215,77.10285878768983,127.83756253466522,16.40372206505308,23.09445165894431,6.366460972270115,0.7245638370513916,0.7020699381828308,1,0
9,174.455648573762,172.71252094333224,120.75773619175635,79.44620936537973,164.77832908542229,174.46303144151193,76.18845377785405,130.01472230038618,15.668641212472302,22.195753755675835,5.991321724132611,0.7244158387184143,0.7019637823104858,1,0
