frame_number,left_knee,right_knee,left_ankle,right_ankle,left_hip,right_hip,left_elbow,right_elbow,left_shank,right_shank,trunk_lean,left_ankle_y,right_ankle_y,phase_left,phase_right
0,175.28141357391797,105.18687642206083,119.25042050104707,89.05435880334532,179.93793088395958,74.49633584635663,62.50348138363455,91.29393352475076,60.38394008061634,15.182220923239381,55.60328453849657,0.7885476350784302,0.7741495370864868,0,0
1,172.58487142919748,114.74923005112856,122.59957413296053,99.65808680413433,177.68300196564945,80.27196448165104,65.33301220150443,89.66176067057272,63.638218119014994,8.749926619849834,53.90609151386198,0.7801181077957153,0.7727724313735962,0,0
2,160.97125524920418,116.70544508189298,129.9628028491328,101.38833286939432,179.89254809674077,84.53378123347912,66.84547382513422,96.06785217011898,70.89003215413955,10.081264978530102,51.968739306609514,0.7654819488525391,0.7721903920173645,0,0
3,143.41467026943974,119.87293923561434,141.47539896508576,91.23712727728356,170.51511780216828,97.10326820895625,79.46567208436944,103.82207671692979,77.0090991275041,18.99751884895749,49.90865159477556,0.751609742641449,0.7668076753616333,0,0
4,112.33346442126738,103.93515581504025,64.874558402939,138.16504234906114,114.29696165719893,138.38346405956486,111.48035930661159,115.50946334290772,50.90159062078306,75.93859849720018,48.938093384851506,0.7592968940734863,0.728493332862854,0,0
5,96.21542701127656,105.5219800015384,43.926508915372736,64.86524062710417,128.76896537395592,123.28937732050045,137.66761594216186,99.74655678527081,80.4716185412678,59.56976974955407,47.918080178588454,0.7306519150733948,0.7427098155021667,0,0
6,73.91653211823868,95.39172619716807,58.7419468789258,61.4459083633902,106.923515118867,120.73696673540432,119.19386732256628,86.3170785807838,78.37037549830102,67.30220935598255,45.36339249767269,0.7376374006271362,0.7381029725074768,0,0
7,60.100477037173945,130.3990528502688,116.17922069438778,63.71691777163753,93.82433574127195,141.63649667133933,122.63168310583778,73.29185902680878,78.47582614900422,55.10840041859706,44.751967444906214,0.7137649059295654,0.7519710659980774,0,0
8,57.13521408955213,151.4646679231591,93.00402298179654,57.48556306815039,86.48250598838464,158.69082965975156,91.40076478093455,61.29064366818419,68.52560692529515,55.591041722276756,39.178315026462656,0.717227041721344,0.751691997051239,0,0
9,70.41065717406649,160.77318152773407,82.44266562929683,85.39520181820143,88.33668568532897,167.97128374435573,85.8940842151158,72.00503467868847,55.92041028408998,54.98084818419372,37.994381772827495,0.7194784879684448,0.7425479292869568,0,0
10,85.25116423862573,173.25147876405606,75.14237423432543,119.78204520203758,89.45871488173296,178.72676403564532,68.52539718189381,76.58762657810738,40.72195563014592,55.11803687913538,36.5144049870387,0.7219178080558777,0.7268354296684265,0,0
11,138.8501977269618,175.25031408288294,101.88027484237409,63.08070430800104,103.46560109518288,172.47096465232562,58.6215786845115,121.20576688322944,3.04062606548948,58.19489023056669,38.42522269726845,0.7234985828399658,0.7093348503112793,0,0
12,133.69168871973713,170.13973112340344,98.6787429003916,114.75369568136693,98.51421549501478,173.73533258672794,55.875210661659,179.65067464849807,0.6327591854736504,63.54776720057311,35.81023241019579,0.7228461503982544,0.6955422163009644,0,0
13,131.22159777408015,158.8295285546457,94.16321458414892,118.76841192097189,97.51501578170155,173.69434757572824,45.96846787568301,102.7589279723331,4.508103842825329,69.16904660633782,38.214685835203944,0.7228447198867798,0.685084879398346,0,0
14,117.12182229021862,145.77051391184483,79.85187943374054,130.3444459065363,104.47249629637777,179.78155274018218,54.68424673567049,108.33759349803724,22.176392571265744,73.66722515238884,34.82571856510657,0.7226994037628174,0.6741712093353271,0,0
