frame_number,left_knee,right_knee,left_ankle,right_ankle,left_hip,right_hip,left_elbow,right_elbow,left_shank,right_shank,trunk_lean,left_ankle_y,right_ankle_y,phase_left,phase_right
0,42.362749135895974,167.06063722265986,96.28050571640786,79.89214473437322,108.34848991667926,166.14867064287614,54.58014240492506,72.74201359738879,74.36380730940324,52.04576401075206,8.378066528620005,0.7048566341400146,0.7563012838363647,0,0
1,58.516016293279264,170.3363077554901,82.79986978381663,109.07906459219278,109.02772663992951,155.30647879516,53.59380149265083,77.05470934529765,56.794717426599036,57.0533997428417,6.283007079948749,0.7226422429084778,0.7401610612869263,0,0
2,87.97973812482387,161.19871112381927,85.27484016772522,126.57045928779921,112.85908540124657,152.5162965160773,48.841224242507046,74.07452508003668,27.42866501252093,69.71800822684622,2.549317736098169,0.7461459636688232,0.7164104580879211,0,0
3,124.64248153803098,150.60932342215577,106.98050322596424,143.10231000474923,117.0426341148957,150.3935361381599,47.343341653432184,76.98155068554944,5.9807074052464255,80.85023751128064,1.6191400178887991,0.757188081741333,0.6889549493789673,0,0
4,150.35781867785659,138.30102569705943,118.8941721581192,146.98340983785124,124.58742486080183,149.76219615516544,48.56192586081285,86.33512394895999,24.883337787276897,90.15162762156751,0.8870560297781754,0.76491779088974,0.6647579669952393,0,0
5,154.32745336388274,124.30924231467417,116.81311371226838,149.2357205324333,130.42482687281503,154.12686888499758,47.32455588618425,76.97072269784411,24.195726271674406,97.48639197679128,0.29309978060705943,0.7695193290710449,0.6476231217384338,1,0
6,143.39037518406943,105.80440472606689,107.03031441390301,163.1362522588616,136.6958085822142,163.41945584084837,46.24734476938051,78.52116879031968,7.801350216198924,102.05884093156462,1.106783614343936,0.7742348909378052,0.6399133801460266,1,0
7,134.07980751710394,75.17711145114255,92.00389197115406,157.20698174547533,147.52923725618345,171.24849513181806,59.06908032466174,80.25962179874527,13.137403258888488,105.1432748650508,0.312026480191839,0.7689177393913269,0.6385384798049927,1,0
8,107.82546788635354,73.91783598410656,119.77122482892956,84.65117621193833,142.71019980710744,148.95587534535233,67.49724013390778,41.64136199597876,42.70064189709145,83.95553431516184,7.815909976337513,0.7665383815765381,0.6887813806533813,0,0
9,96.7066276758498,41.92440825043359,64.4828176707523,68.32248701495504,139.39701100801443,110.65672567486091,68.39870410805595,67.52012144099433,60.19980600173075,76.53765514987816,17.50942266956613,0.7372723817825317,0.692294180393219,0,0
