frame_number,landmark_index,x,y,z,visibility
0,0,0.29212918877601624,0.3794671893119812,-0.23513223230838776,0.9998946189880371
0,1,0.30157309770584106,0.3662733733654022,-0.2917648255825043,0.9999648332595825
0,2,0.30406278371810913,0.36629247665405273,-0.2917679250240326,0.9999672174453735
0,3,0.3066718280315399,0.3663448989391327,-0.2918627858161926,0.9999659061431885
0,4,0.3026920557022095,0.3651021718978882,-0.20195618271827698,0.9999141693115234
0,5,0.30612993240356445,0.36425018310546875,-0.2019301950931549,0.9999229907989502
0,6,0.3098915219306946,0.3633749783039093,-0.20194554328918457,0.9999425411224365
0,7,0.3359091281890869,0.3719872236251831,-0.4301716387271881,0.9999799728393555
0,8,0.34019726514816284,0.3692680299282074,-0.033244553953409195,0.9999208450317383
0,9,0.30641666054725647,0.39362114667892456,-0.2781495749950409,0.9999401569366455
0,10,0.3063744306564331,0.39248090982437134,-0.1638612300157547,0.9998524188995361
0,11,0.39446040987968445,0.45351797342300415,-0.611335039138794,0.9999843835830688
0,12,0.41166192293167114,0.4333980083465576,0.23960566520690918,0.999370276927948
0,13,0.40298759937286377,0.5676495432853699,-0.5085681080818176,0.9875937104225159
0,14,0.43682247400283813,0.5458914637565613,0.30841660499572754,0.03587046265602112
0,15,0.2724202871322632,0.5702857375144958,-0.0814729854464531,0.9577319025993347
0,16,0.3606594502925873,0.5951744914054871,0.14173665642738342,0.05080820992588997
0,17,0.23372675478458405,0.5725935101509094,-0.10220200568437576,0.9273406863212585
0,18,0.3339218497276306,0.5929569602012634,0.12224197387695312,0.07558611035346985
0,19,0.22992850840091705,0.5597547888755798,-0.08039629459381104,0.9276888370513916
0,20,0.3195973038673401,0.5789393186569214,0.069844089448452,0.07813404500484467
0,21,0.2446078360080719,0.5578333735466003,-0.05680156126618385,0.9064534902572632
0,22,0.34261977672576904,0.5957931280136108,0.10976627469062805,0.08392956852912903
0,23,0.45192721486091614,0.636773943901062,-0.28604280948638916,0.9999606609344482
0,24,0.4650837481021881,0.6283226609230042,0.2857949137687683,0.9995492100715637
0,25,0.38683074712753296,0.7711050510406494,-0.20609010756015778,0.9918157458305359
0,26,0.4081829786300659,0.7470503449440002,0.4528019428253174,0.8132936954498291
0,27,0.4990193545818329,0.898067831993103,0.054233159869909286,0.9963080883026123
0,28,0.6165627241134644,0.7150983810424805,0.7522894740104675,0.9601255059242249
0,29,0.5423814654350281,0.9157687425613403,0.0767069011926651,0.9853912591934204
0,30,0.642682671546936,0.6972110271453857,0.7829157710075378,0.9766690135002136
0,31,0.39222776889801025,0.921960175037384,0.0016189126763492823,0.9957721829414368
0,32,0.7043371200561523,0.7635452151298523,0.8003600835800171,0.9762587547302246
1,0,0.28640449047088623,0.37636202573776245,-0.17227743566036224,0.9998728036880493
1,1,0.29787421226501465,0.36381587386131287,-0.23345947265625,0.9999541640281677
1,2,0.30025431513786316,0.36397844552993774,-0.2334853857755661,0.9999546408653259
1,3,0.30282464623451233,0.36423376202583313,-0.23360022902488708,0.9999546408653259
1,4,0.30068978667259216,0.3624577820301056,-0.15581513941287994,0.9999011158943176
1,5,0.30492129921913147,0.36156830191612244,-0.1558697372674942,0.9999100565910339
1,6,0.30937352776527405,0.36072060465812683,-0.15593357384204865,0.9999341368675232
1,7,0.3324095606803894,0.3704937994480133,-0.3956506848335266,0.9999668598175049
1,8,0.3402070999145508,0.36740174889564514,-0.03881420940160751,0.9999111890792847
1,9,0.2995252311229706,0.39094507694244385,-0.22222834825515747,0.9999276399612427
1,10,0.3010922074317932,0.3896682560443878,-0.12377656251192093,0.9998363256454468
1,11,0.37283894419670105,0.4533243179321289,-0.5498659610748291,0.9999714493751526
1,12,0.424386203289032,0.43342098593711853,0.17568545043468475,0.999321460723877
1,13,0.40260887145996094,0.5668807625770569,-0.404964417219162,0.9776673913002014
