frame_number,landmark_index,x,y,z,visibility
0,0,0.47811973094940186,0.30304622650146484,-0.15890845656394958,0.9999151229858398
0,1,0.48496213555336,0.2902172803878784,-0.20069000124931335,0.999919056892395
0,2,0.48692139983177185,0.29012835025787354,-0.2007588893175125,0.9999209642410278
0,3,0.48909276723861694,0.29011231660842896,-0.20090468227863312,0.9999421834945679
0,4,0.48678159713745117,0.2897438406944275,-0.135237455368042,0.999890923500061
0,5,0.4898735582828522,0.28924453258514404,-0.135184645652771,0.999864935874939
0,6,0.49331653118133545,0.28870999813079834,-0.1351831555366516,0.9998986721038818
0,7,0.5139423608779907,0.29470646381378174,-0.2906532287597656,0.9999302625656128
0,8,0.5191606283187866,0.2922089099884033,-0.003856645431369543,0.9998410940170288
0,9,0.48956888914108276,0.31363365054130554,-0.18309162557125092,0.9998955726623535
0,10,0.4908730387687683,0.3138725161552429,-0.10020232945680618,0.9998207688331604
0,11,0.5571527481079102,0.3582834005355835,-0.4188411831855774,0.9999759197235107
0,12,0.5765288472175598,0.349887490272522,0.23859991133213043,0.9997449517250061
0,13,0.6496236324310303,0.43755990266799927,-0.5088115930557251,0.9974679946899414
0,14,0.6222071647644043,0.4215359091758728,0.4248095750808716,0.02677128277719021
0,15,0.5237663388252258,0.4710860848426819,-0.4234342873096466,0.9934885501861572
0,16,0.518122673034668,0.44873160123825073,0.40482327342033386,0.09294106066226959
0,17,0.4908946454524994,0.4863232970237732,-0.4763370156288147,0.9840267896652222
0,18,0.4957145154476166,0.45332270860671997,0.40803390741348267,0.13423959910869598
0,19,0.4817604124546051,0.4770631194114685,-0.4376973807811737,0.9824392795562744
0,20,0.4843336343765259,0.4494759142398834,0.3524092733860016,0.14386609196662903
0,21,0.4935964047908783,0.4709610044956207,-0.39930272102355957,0.9679494500160217
0,22,0.4967193901538849,0.4447092115879059,0.3791489601135254,0.14258164167404175
0,23,0.5685255527496338,0.5258014798164368,-0.18865323066711426,0.9993771910667419
0,24,0.6120150089263916,0.520567774772644,0.18862804770469666,0.9996360540390015
0,25,0.4161898195743561,0.5972346067428589,0.04119373485445976,0.9854959845542908
0,26,0.6882428526878357,0.6221539378166199,0.26834526658058167,0.8891955614089966
0,27,0.4668561816215515,0.7119426727294922,0.3424234986305237,0.9911391139030457
0,28,0.857219934463501,0.7082319259643555,0.34511005878448486,0.9724962711334229
0,29,0.4911101162433624,0.7277203798294067,0.3773936927318573,0.9872338771820068
0,30,0.9120315313339233,0.707449197769165,0.3508118689060211,0.970890462398529
0,31,0.38685789704322815,0.7318727970123291,0.3899083733558655,0.9840400815010071
0,32,0.8593915104866028,0.7552485466003418,0.31428423523902893,0.9569361805915833
1,0,0.4769442677497864,0.3026910722255707,-0.15528751909732819,0.9999208450317383
1,1,0.484841912984848,0.29042690992355347,-0.19664599001407623,0.9999250173568726
1,2,0.48686450719833374,0.2903558909893036,-0.1966908723115921,0.9999268054962158
1,3,0.48908233642578125,0.29034584760665894,-0.19678662717342377,0.9999464750289917
1,4,0.48670458793640137,0.2900105118751526,-0.12831425666809082,0.9998984336853027
1,5,0.48985642194747925,0.28956568241119385,-0.12828277051448822,0.9998741745948792
1,6,0.49332234263420105,0.28906652331352234,-0.12823741137981415,0.9999052286148071
1,7,0.5139918327331543,0.29500579833984375,-0.2911842465400696,0.9999358654022217
1,8,0.5192211866378784,0.2926309406757355,0.004211531952023506,0.9998505711555481
1,9,0.48953577876091003,0.3136882185935974,-0.18234629929065704,0.9999039173126221
1,10,0.4908387362957001,0.31390494108200073,-0.09668107330799103,0.9998332858085632
1,11,0.556609570980072,0.35923007130622864,-0.42422154545783997,0.9999779462814331
1,12,0.5765158534049988,0.3498903214931488,0.2580343186855316,0.9997513294219971
1,13,0.650764524936676,0.4375625550746918,-0.5207034349441528,0.9975908994674683
1,14,0.6186554431915283,0.42159104347229004,0.4564853608608246,0.02698391303420067
1,15,0.5266352295875549,0.47106990218162537,-0.42343026399612427,0.993910551071167
1,16,0.5081231594085693,0.4395432472229004,0.4753757417201996,0.09399504959583282
1,17,0.49626320600509644,0.4852750897407532,-0.4732860028743744,0.9849621653556824
1,18,0.4845414459705353,0.4371270537376404,0.4915553629398346,0.1352839171886444
1,19,0.4869159162044525,0.4767491817474365,-0.4357767403125763,0.9834300875663757
1,20,0.4747917950153351,0.4306970536708832,0.44908133149147034,0.14437274634838104
1,21,0.4966011941432953,0.4709526002407074,-0.399143248796463,0.9696107506752014
1,22,0.48739632964134216,0.43128371238708496,0.4552464485168457,0.14365603029727936
1,23,0.5651724338531494,0.5271385908126831,-0.19709093868732452,0.9993988275527954
1,24,0.6088079810142517,0.5219122767448425,0.19707611203193665,0.9996352791786194
1,25,0.4337276816368103,0.6071122884750366,0.02374950237572193,0.9848245978355408
1,26,0.6819270849227905,0.6235464811325073,0.2702651917934418,0.8920706510543823
1,27,0.43489158153533936,0.7162010073661804,0.30766183137893677,0.9912228584289551
1,28,0.879091739654541,0.6879681348800659,0.32917284965515137,0.9735449552536011
1,29,0.4560467600822449,0.7378849387168884,0.33709028363227844,0.9874641299247742
1,30,0.9275577068328857,0.6832026243209839,0.3332166373729706,0.9724106788635254
1,31,0.34688055515289307,0.7289913892745972,0.31843411922454834,0.9838718771934509
1,32,0.9109368920326233,0.741413950920105,0.30264467000961304,0.958373486995697
2,0,0.4765508770942688,0.30839937925338745,-0.09954389184713364,0.9999216794967651
2,1,0.4838409423828125,0.2967666983604431,-0.1429937183856964,0.9999284148216248
2,2,0.48561418056488037,0.29671111702919006,-0.14302094280719757,0.9999299049377441
2,3,0.4874480664730072,0.2966199517250061,-0.14308446645736694,0.9999488592147827
2,4,0.48613226413726807,0.2961966395378113,-0.07215558737516403,0.9999022483825684
2,5,0.4893862307071686,0.2957477867603302,-0.07218200713396072,0.9998789429664612
2,6,0.4928578734397888,0.2952200174331665,-0.07217942178249359,0.9999088644981384
2,7,0.5101862549781799,0.3000427186489105,-0.2595236897468567,0.9999388456344604
2,8,0.5178346633911133,0.2976594865322113,0.04956003278493881,0.9998539090156555
2,9,0.4885210394859314,0.3199746906757355,-0.13478130102157593,0.999906599521637
2,10,0.49016761779785156,0.3196108043193817,-0.04510773718357086,0.999834418296814
2,11,0.551698625087738,0.36372631788253784,-0.3915160000324249,0.9999768137931824
2,12,0.5835508108139038,0.3531014919281006,0.2789992690086365,0.9997056722640991
2,13,0.6330934166908264,0.4464823603630066,-0.4455234110355377,0.997256875038147
2,14,0.618099570274353,0.426802396774292,0.48593631386756897,0.02650073543190956
2,15,0.5147950053215027,0.47189387679100037,-0.23726344108581543,0.9933688640594482
2,16,0.5030632019042969,0.4388311505317688,0.5723260641098022,0.08900412917137146
2,17,0.4868727922439575,0.4847472310066223,-0.2609706521034241,0.9838470220565796
2,18,0.4806169271469116,0.43650132417678833,0.6000605225563049,0.12820924818515778
2,19,0.47818484902381897,0.47440943121910095,-0.22770701348781586,0.9821337461471558
2,20,0.47327470779418945,0.4334876537322998,0.5603814721107483,0.1366661638021469
2,21,0.48653796315193176,0.4696572422981262,-0.2118014693260193,0.9675597548484802
2,22,0.4833278954029083,0.4333674907684326,0.5542898178100586,0.13691911101341248
2,23,0.5631806254386902,0.5328210592269897,-0.19921067357063293,0.9992658495903015
2,24,0.6017910242080688,0.5269675850868225,0.1992885321378708,0.9993937015533447
2,25,0.4503355622291565,0.6212271451950073,-0.06069714576005936,0.9803149104118347
2,26,0.6558640599250793,0.631637692451477,0.25539353489875793,0.889135479927063
2,27,0.4186033606529236,0.7228025197982788,0.1400502473115921,0.990327000617981
2,28,0.8756577372550964,0.6622470617294312,0.2723250985145569,0.9727621674537659
2,29,0.43430301547050476,0.7473239898681641,0.15895506739616394,0.9869607090950012
2,30,0.9220444560050964,0.6505458950996399,0.27433642745018005,0.9730563759803772
2,31,0.3250972032546997,0.7290726900100708,0.13124053180217743,0.9821102619171143
