frame_number,left_knee,right_knee,left_ankle,right_ankle,left_hip,right_hip,left_elbow,right_elbow,left_shank,right_shank,trunk_lean,left_ankle_y,right_ankle_y,phase_left,phase_right
0,174.1137067945563,172.95850457027464,121.956358252239,74.5717327862115,159.39105685756704,174.31169218105435,146.30117331401453,152.80169566931363,15.984850194695257,27.173401218864147,1.2622002577061862,0.8068162798881531,0.7912139892578125,1,1
1,168.3828712609176,173.44603269058416,119.30233529926598,76.19515807070105,154.37730265925433,173.7109023174928,139.30946004849048,151.89456609603855,13.361061716260382,26.996118095922686,0.6445068854026468,0.8067782521247864,0.7912415862083435,1,1
2,164.2885043408234,174.15313943711013,116.92755624033317,77.62109158927642,151.04014594717185,173.45202844284492,135.1664002235713,150.14902021028314,10.868636459333764,26.588799173006127,2.3797219343176113,0.8066166043281555,0.7911196947097778,1,1
3,161.47899817755942,175.4320606764939,115.30401177679705,78.40177180247657,149.06537319308902,173.7950106434756,132.1106995199859,146.79047514544072,8.848403133596172,25.87129023424171,3.565221850874351,0.80615234375,0.7908724546432495,1,1
4,156.81928484258643,177.84455648038428,112.52435380197952,80.35338940442853,147.14424559912575,173.76207898202702,126.82934241351296,143.6386653276517,5.814151421887365,25.014553549161224,3.860887821573191,0.8052269220352173,0.7901426553726196,1,1
5,153.63353789648872,178.91755480694064,110.39895295085158,81.82855431190798,144.37672766945613,175.49443574838554,126.2894696619117,139.73734769339669,3.4884739016690367,24.17857800927794,5.768336325363579,0.8039799928665161,0.7894653677940369,1,1
6,148.7387278000094,179.02377622419897,107.00207878791112,80.69452892271408,141.73410366053437,175.53667399095835,126.22819394122794,136.94252769664482,0.09157974551599832,24.853445459018076,6.913044393955458,0.802885890007019,0.7891432046890259,1,1
7,144.7714210398134,177.98146341883972,104.75963579090059,78.79776280811305,138.16585198290613,176.53555816018593,128.04199127075063,133.55605110267715,2.59529419340006,26.268813830703035,9.200863250307295,0.8019307851791382,0.7883914113044739,1,1
8,140.66690254235198,174.0815131022407,100.75272328324758,76.51565259841291,136.11791414616556,179.35587587611138,129.33269113467387,124.51328436340435,5.9708163833193035,28.008614129861495,10.519804779505671,0.8010867834091187,0.7867100834846497,1,1
9,137.02369965580573,173.47362959686916,97.16380534860012,74.10667718841452,135.6349990743607,179.4381214192872,131.61356061693468,119.95701079225749,9.358236179839457,30.031585465291872,10.746936761284443,0.7995623350143433,0.7845431566238403,1,1
10,132.0912086227941,172.10017258969185,93.8540229952637,73.0330664616114,133.0394956161807,178.48529880887386,137.1203748097141,119.4423598102207,12.984997577115069,31.800305771490695,12.036710583728459,0.797866940498352,0.7828537821769714,1,1
11,125.7984538222673,169.02655249846035,90.71700378449994,69.06430933778591,128.32030864391785,176.27964869740896,141.73102582077675,119.10982975031594,16.803571890586785,35.087787555363775,14.281717068936237,0.7956825494766235,0.7813133597373962,1,1
12,118.77545583229237,167.9056676482784,87.03788941571507,67.1339851185582,123.52262926646819,174.4702129216672,144.70562996539772,119.55100890107522,21.316191657949737,36.6982967250273,16.569018223773938,0.7934849858283997,0.7785816788673401,1,1
13,115.07874470418436,168.40926508164137,85.62243783433446,66.92954523523923,122.1790742506252,171.46723619306272,142.71203837669879,114.8173246408214,24.083397658166344,36.10106057412591,16.983068111725487,0.7891303300857544,0.7757458090782166,1,1
14,111.72602649441453,168.56499510040385,87.80964212944846,66.77148739382218,115.91663827016271,172.67745516321276,145.15136045829155,106.20798148919356,24.336497225079096,38.514667973261574,20.145885449330912,0.7852028608322144,0.7706083059310913,1,1
15,108.73363456269719,166.8094800478592,90.16799037641758,67.3430654140372,113.58443228269836,170.33115617999908,151.41468342069294,102.97944780519795,26.352069352507673,40.35896002638816,21.5012716325065,0.7800980806350708,0.7650974988937378,1,1
16,104.94981265124571,167.9681135592378,88.52394819649074,67.30782914079853,111.1249690940182,170.5688504119537,153.22718924443433,100.18668033022436,29.460379464624584,41.64066740667717,23.285223021852115,0.7749742269515991,0.7611339092254639,1,1
17,102.79462241600682,169.8336233328431,87.04834531217728,67.29200946859847,107.47189390833456,171.92554029091457,156.17215827903954,94.1578725646423,30.28691779220578,42.57380246686256,25.609646299878037,0.7711808085441589,0.7564701437950134,1,1
18,102.713388402557,169.70222058132777,84.8674619611656,66.38292755211342,104.32664531566644,170.89747934483756,160.33272529135982,87.8833445944101,29.964652695880705,44.431152238615525,28.351395782771267,0.770513117313385,0.7526594400405884,1,1
19,109.53298187750917,167.40627219814888,85.29695015323848,63.32902579990982,106.81539996247547,167.0526188298862,161.16281876339633,82.65597131320446,26.409047997884517,45.96383216673198,29.126629912918233,0.7722659707069397,0.7508493065834045,1,1
20,113.64673378114522,166.73911122016992,88.15538464648722,58.80272638127451,103.87930958255916,166.5607133625211,162.5679014330132,79.00549965606064,21.30341426197307,48.02943640847859,31.07083846055914,0.7742770910263062,0.75041663646698,1,1
21,114.76711851193622,167.14627846357817,89.91392793077395,56.77346774810288,98.12197298218828,167.89570222925303,158.7613986996172,74.62233048614273,18.059248081887905,50.04736328541985,34.704393611635844,0.7749848365783691,0.7510849237442017,1,1
22,111.01035673521616,172.92817443620277,89.46307553805207,57.21373281807472,91.01430052576299,173.7994254667364,155.19328283596133,67.04785913030817,17.525929736346775,51.98190759067254,37.521985945799955,0.7742964625358582,0.748449444770813,1,0
23,103.67302968736351,173.61027658441293,84.60030227995652,54.26578941096408,86.88241234343006,174.3028203813797,153.68429303308443,65.67373124300434,22.16314348438994,54.41479668322666,38.9537608283234,0.773460328578949,0.7469677925109863,1,0
24,91.39928505423167,174.3323174845484,75.38895534155897,53.5607830960407,81.77622562046548,177.0867687212354,147.52130571644093,63.986039663729755,32.99089415798867,57.55303763058585,42.61395359175485,0.7706311941146851,0.7422836422920227,1,0
25,87.50667430173465,176.0625728945686,72.10906590390009,59.67115598489998,81.9717097421349,178.8005155546173,139.0099821192209,64.59047777857472,38.53981594159182,60.628353082704734,44.074780501191555,0.767393946647644,0.7352434396743774,1,0
26,83.00409861516495,168.37475236650042,64.28318582515496,68.87030257235074,85.81308903171612,177.78115150030408,133.72280682529498,75.20518463201894,47.003827188715704,65.48128238934068,44.194836772164535,0.7641363739967346,0.7264243364334106,1,0
27,82.87442091187155,155.1829655462885,62.68151417631591,90.05961110830886,86.87347988599898,170.4804866310632,81.50351007597432,98.78780710752139,51.88434681694809,71.51158948665957,47.88528784282066,0.7604816555976868,0.7141130566596985,1,0
28,81.51349130969186,144.01247460891352,59.6942037415005,115.6429163375733,91.71496998939875,165.89184654994855,78.42317839929532,128.47012174987626,58.9691625404348,74.49424835177626,48.7676838607279,0.7549526691436768,0.7075968980789185,0,0
29,94.83350249633118,118.42001691739443,55.08737249218232,102.97777267313644,105.82457275531264,146.62138071963992,65.80167266719619,136.5385032522928,61.80692201053972,80.14470317127277,50.81585175155826,0.7517814040184021,0.6964098215103149,0,0
30,100.5007701547206,108.97706058243944,52.5741924486229,114.35595946806164,113.21802812023489,133.52567849910398,59.934576182792114,138.9021075396414,64.9718782862177,77.14505537894476,52.25462032070342,0.7478229999542236,0.6977955102920532,0,0
31,104.62734355618764,89.42613720208848,55.024537230810495,113.8905682053892,118.82080334669527,114.80333003532891,60.53512207546777,84.38313239139424,67.97382352778754,77.20412220185513,53.78036373727989,0.7441742420196533,0.6954159736633301,0,0
32,132.21250435487772,56.21706879054698,61.46665242449419,70.53039541117523,140.70510383729533,80.35150256340638,62.248394312238865,82.67490464969455,65.84131475860457,72.17990890526134,57.348715276186965,0.741104006767273,0.6980034112930298,0,0
