frame_number,left_knee,right_knee,left_ankle,right_ankle,left_hip,right_hip,left_elbow,right_elbow,left_shank,right_shank,trunk_lean,left_ankle_y,right_ankle_y,phase_left,phase_right
0,158.62192465472305,143.3770381264423,120.12749553743609,141.3739619807949,117.70804272262875,149.3946678545887,61.43098770071509,96.98728843798864,26.513900937670826,81.51297727061676,14.399980994423482,0.7466815114021301,0.6807957291603088,0,0
1,104.14615873950486,163.9652449351812,121.51737444439715,167.49425924517752,173.07180475356202,138.2557765422652,56.254991095353844,78.47608174196942,83.73202680312194,48.06837205644832,14.806380789064896,0.6847774386405945,0.7393441796302795,0,0
2,157.12704276087783,87.21966848060751,99.38846838322559,158.06607017403743,139.6481251419829,176.09382287348322,62.45494202336249,93.03204767981012,1.8605319641395588,103.98335214067909,15.618385654755386,0.7495023012161255,0.654977023601532,0,0
3,148.97694883077287,91.62820202190748,100.34836206691647,151.21400491531816,136.86247975394778,169.79695875565517,65.38467941585797,15.18937834402023,2.289615108184317,105.37852686077075,14.404084185009461,0.7626641392707825,0.6419979333877563,1,0
4,123.70389877343669,74.98455824066754,73.58703151831298,163.91001695956857,140.6581930587684,164.71031374940387,68.45884621208147,78.6144448375335,33.08732961515867,96.34050290393681,16.133035329826914,0.7633405923843384,0.6569056510925293,1,0
5,108.29044408202608,85.79490042705348,58.903593597274366,173.6639183221225,138.49216670152828,149.05161156019832,67.52826159152724,89.58617222854056,51.972686376862306,78.17945853286497,21.77096375736012,0.7630754113197327,0.6992026567459106,1,0
6,150.51328214219237,40.6704819955849,63.19144640388057,117.03592814629236,179.92591578931496,104.07017318990457,73.01544311301285,70.4234802074891,52.62193097916354,75.51988950940824,23.209297332045043,0.7619519829750061,0.6803869605064392,1,0
7,159.01891063153008,47.66324479836629,86.58318263109425,100.90667777867556,167.5122519451516,100.26125904522404,73.23654514416722,60.975254432797236,56.68234409472187,61.20584754958188,23.213506671403536,0.7557718753814697,0.6787598729133606,0,0
8,177.95720943957326,67.40568299370342,139.43471345299304,95.33012693013896,150.62471160150062,112.25725419284201,84.96285327462459,59.319220044465155,54.861271160785144,41.26913988730639,23.443192201858718,0.7407134771347046,0.6878163814544678,0,0
9,167.77809029349703,104.52715067117468,140.24192659699835,99.22743562071085,149.98136984417442,119.46675300739606,55.897621400171204,65.83444757769495,65.35012900518609,10.349763845975078,23.10958914285753,0.7158545255661011,0.6986343264579773,0,0
10,157.41404780956773,143.39662642884227,146.47831388288296,118.18146206833217,154.14501991786403,128.7484530867092,61.831636566969394,52.262246062394496,74.16583099799298,19.379095404808748,25.72489872542473,0.6959191560745239,0.7082118391990662,0,0
11,145.6984550664264,161.6925578175722,157.24115973197627,122.93650115630062,155.30868832239796,137.43047188206796,71.66090757638696,59.07962252625306,83.187111982232,29.450616148124887,24.194255371056283,0.6733174324035645,0.7155323624610901,0,0
12,133.67049304463853,158.01825065488816,155.44711678019092,115.24052623402882,160.27576100519107,138.55881572122664,73.89457826951298,79.16033040393923,89.52906759894795,23.257841061848815,23.47532164877752,0.6554878950119019,0.7265536189079285,0,0
13,110.46702319927633,144.2684232092826,147.31589713017541,105.31328377807026,167.25317458687462,138.11075961010883,87.60334296022342,97.99538988404117,99.78611630024862,6.462644423005101,17.506314086399545,0.6413882970809937,0.7437873482704163,0,0
