frame_number,left_knee,right_knee,left_ankle,right_ankle,left_hip,right_hip,left_elbow,right_elbow,left_shank,right_shank,trunk_lean,left_ankle_y,right_ankle_y,phase_left,phase_right
0,164.4143633149917,122.21512307211479,129.2207283298778,154.06050951092809,132.89420637597502,160.63449861852925,57.93840776504903,90.30926135143737,33.32778225142354,92.77551558005884,1.8076253124070314,0.701853334903717,0.6073764562606812,1,0
1,152.27069096069064,110.52664841794383,119.27489811704125,152.4546573177825,132.77545223457741,164.01303373291424,59.532576886743485,91.88947619601048,22.822650675813193,98.29312611770007,3.327411949699943,0.7081103324890137,0.6014291048049927,1,0
2,141.53518354020355,91.12451415082266,107.97847950560852,151.5210171957032,141.27902017295185,175.65599609199637,59.71003975868383,79.98122237787541,2.7831000909024297,101.32018631398923,2.5269367236506874,0.714378833770752,0.5962908267974854,1,0
3,129.87932643808622,68.19415577439604,94.26194592527902,92.41994396238111,144.0473098394357,160.3857168473987,62.54237132869851,85.52088678958822,12.895182008357422,101.01155536443557,1.2728013929919277,0.7166694402694702,0.5977729558944702,1,0
4,142.4169519083759,36.78641789058192,81.9699964211481,131.7710350742931,179.4786149327704,116.90279163441376,67.41900471507792,125.15553317181144,53.48580370438322,82.05885593558995,16.42414067998914,0.7600660920143127,0.6672874689102173,1,0
5,156.89035634819507,38.64216780589396,69.28917882107284,106.20718953493738,164.93419267895496,109.68573403166879,68.59218241830764,73.35126340074706,54.47096419320223,72.64089147349404,16.295513220352195,0.7638580799102783,0.6882997155189514,1,1
6,169.5939379885902,69.28223314869359,113.9856565327278,83.03792670083202,151.7247193532324,117.26389729897916,64.58327840620973,69.5462477517939,58.122175177925584,43.44534816732859,19.440832519748156,0.7478447556495667,0.716762900352478,1,1
7,169.423373189241,88.18254700142826,126.75720208653252,93.35684814178887,151.90913391223606,119.18512099305057,62.66369151058438,58.25016391157254,60.54194261601276,24.78616019661598,21.87444971748984,0.7403384447097778,0.7250689268112183,1,1
8,151.51073106037933,136.48809076804392,140.089152040011,116.77527203092679,152.85297337342513,121.93745501842758,70.05729329160565,63.26309711004455,77.87320298220314,18.31704117373457,22.236907416007625,0.7041969299316406,0.7390192151069641,1,1
9,136.6518760443169,153.22410552991366,152.76847657244807,123.40041211480997,154.7267550694221,123.42477991454572,70.16477312530722,65.1400409404958,90.16689991442279,29.8124335645403,21.545531028161776,0.6743406057357788,0.7498201131820679,1,1
10,127.45768314344356,156.49497542316556,158.52218782785673,123.22088826397972,157.6651029579763,123.1114931499038,74.94490774523008,82.42442175076535,94.71933361591572,29.932757501996527,19.842119717335546,0.6673882603645325,0.7576509118080139,0,1
11,160.2797229898473,106.86701998097404,118.66375455048654,158.85253401769418,140.3276159735121,166.42769687978915,55.404196331583826,77.84469980424512,22.604512508110066,93.92636207101579,2.6524054917748923,0.7960692644119263,0.6970707774162292,0,0
